Designator,Mid X,Mid Y,Layer,Rotation
text1,43.662855mm,15.558499mm,Top,0.0
R428,119.50449900000001mm,20.296601mm,Bottom,0.0
R427,118.14999900000001mm,33.431001mm,Bottom,270.0
R426,118.509899mm,21.905200999999998mm,Top,180.0
R425,125.624999mm,23.213301mm,Top,0.0
R424,127.922099mm,23.213301mm,Top,180.0
LED4,117.261099mm,34.972901mm,Top,180.0
LED3,120.659199mm,21.905200999999998mm,Top,0.0
LED2,125.64999900000001mm,22.131901mm,Top,0.0
LED1,127.897099mm,22.131901mm,Top,180.0
R422,117.14999900000001mm,29.122601mm,Bottom,90.0
C426,122.549999mm,22.891001mm,Top,270.0
C425,122.549999mm,25.581001mm,Top,90.0
F410,130.816799mm,28.424000999999997mm,Top,270.0
C415,116.849999mm,23.257601mm,Bottom,270.0
C414,126.359999mm,24.232601mm,Bottom,90.0
U411,121.499999mm,25.658800999999997mm,Bottom,0.0
D410,130.516799mm,32.781000999999996mm,Bottom,90.0
R411,133.416799mm,32.682601mm,Bottom,180.0
D417,133.649999mm,30.032601mm,Bottom,90.0
C410,131.709999mm,24.788001mm,Bottom,90.0
D412,134.266799mm,29.131000999999998mm,Top,90.0
R410,134.299999mm,31.907601mm,Top,270.0
D413,132.641799mm,29.131000999999998mm,Top,90.0
C411,131.849999mm,30.057601mm,Bottom,270.0
R413,130.316799mm,30.057601mm,Bottom,270.0
D414,131.849999mm,32.581001mm,Bottom,270.0
D418,126.64999900000001mm,28.851001mm,Top,270.0
D416,130.743699mm,23.979401mm,Top,90.0
U410,133.349999mm,24.382601mm,Top,90.0
C412,133.749999mm,24.788001mm,Bottom,90.0
C413,132.912899mm,26.757601mm,Top,0.0
D411,131.841499mm,32.432601mm,Top,270.0
U420,122.741799mm,31.517601mm,Bottom,90.0
R420,131.166899mm,27.407601mm,Bottom,0.0
C429,118.14999900000001mm,29.222600999999997mm,Bottom,270.0
C427,131.351899mm,28.501300999999998mm,Bottom,180.0
C428,118.14999900000001mm,31.411701mm,Bottom,90.0
C423,128.24179900000001mm,30.584401mm,Bottom,0.0
C421,128.24179900000001mm,29.392801mm,Bottom,0.0
C422,128.24179900000001mm,28.201301mm,Bottom,0.0
C424,128.24179900000001mm,31.781001mm,Bottom,180.0
R421,126.479999mm,28.026301mm,Bottom,270.0
R423,117.14999900000001mm,31.311701mm,Bottom,90.0
D420,116.14999900000001mm,29.781001mm,Top,270.0
C420,128.649999mm,32.831001mm,Bottom,180.0
L420,128.549999mm,24.881000999999998mm,Bottom,90.0
D421,118.189199mm,24.531001mm,Top,180.0
L421,120.749999mm,30.281001mm,Top,270.0
C474,157.385002mm,22.7346mm,Bottom,0.0
R470,158.300002mm,19.081000000000003mm,Bottom,270.0
U471,157.353002mm,24.116mm,Top,270.0
R474,157.385402mm,24.981mm,Bottom,270.0
R473,157.850002mm,23.721400000000003mm,Bottom,0.0
R472,158.300002mm,21.206000000000003mm,Bottom,270.0
C473,156.400002mm,25.081000000000003mm,Bottom,270.0
C472,158.250002mm,25.081000000000003mm,Bottom,90.0
U470,157.353002mm,20.141000000000002mm,Top,270.0
R471,157.400002mm,19.081000000000003mm,Bottom,90.0
C471,156.400002mm,19.131mm,Bottom,90.0
C470,156.400002mm,21.256mm,Bottom,270.0
C752,72.3mm,61.731mm,Bottom,0.0
C753,72.325mm,63.656000000000006mm,Bottom,180.0
C755,74.325mm,58.531000000000006mm,Bottom,180.0
C756,76.46mm,58.531000000000006mm,Bottom,180.0
C757,76.46mm,59.481mm,Bottom,180.0
C760,81.64999999999999mm,65.23100000000001mm,Bottom,90.0
C761,84.6mm,57.641000000000005mm,Bottom,0.0
C762,81.65356299999999mm,63.395611mm,Bottom,270.0
C764,72.505mm,58.531000000000006mm,Bottom,0.0
C766,72.455mm,57.601mm,Bottom,0.0
R752,83.89074699999999mm,63.282000000000004mm,Bottom,180.0
R753,83.89074699999999mm,65.206mm,Bottom,0.0
R754,72.39999999999999mm,59.481mm,Bottom,0.0
R757,72.45mm,60.431000000000004mm,Bottom,180.0
R760,72.325mm,62.706mm,Bottom,180.0
R761,74.27499999999999mm,59.481mm,Bottom,0.0
R762,74.35mm,60.431000000000004mm,Bottom,0.0
R763,72.44mm,65.741mm,Bottom,180.0
R765,76.46mm,57.601mm,Bottom,0.0
R766,76.447085mm,60.430927000000004mm,Bottom,0.0
U752,79.45mm,58.831mm,Bottom,180.0
U753,77.234283mm,63.681000000000004mm,Bottom,90.0
U757,83.55mm,59.910216000000005mm,Bottom,180.0
C751,80.475mm,64.331mm,Top,90.0
C754,76.89999999999999mm,65.311mm,Top,270.0
C758,74.6mm,65.311mm,Top,90.0
C759,76.89999999999999mm,63.319407000000005mm,Top,270.0
C763,84.6mm,62.081mm,Top,0.0
C765,81.5mm,60.261mm,Top,180.0
C767,74.6mm,63.319407000000005mm,Top,270.0
C768,79.21mm,59.011mm,Top,270.0
C769,72.11mm,62.731mm,Top,0.0
D751,83.95mm,60.531000000000006mm,Top,180.0
R751,84.3mm,59.231mm,Top,0.0
R755,80.005mm,62.931000000000004mm,Top,0.0
R756,80.005mm,65.806mm,Top,180.0
R758,79.25mm,64.36678500000001mm,Top,90.0
R759,80.005mm,61.931000000000004mm,Top,180.0
R764,75.89999999999999mm,65.311mm,Top,270.0
R767,77.89999999999999mm,63.319407000000005mm,Top,90.0
R768,75.89999999999999mm,63.319407000000005mm,Top,270.0
R769,77.89999999999999mm,65.311mm,Top,270.0
U751,83.224294mm,64.249403mm,Top,0.0
U754,75.05197mm,59.631mm,Top,90.0
U755,81.24mm,58.341mm,Top,180.0
U756,72.703205mm,64.73100000000001mm,Top,270.0
C771,131.0mm,50.131mm,Top,90.0
C772,126.1mm,50.831mm,Top,0.0
C773,126.1mm,49.483095mm,Top,0.0
D771,129.2mm,47.631mm,Top,0.0
R771,135.6mm,53.831mm,Top,0.0
R772,137.5mm,50.031mm,Top,90.0
R773,133.9mm,51.431mm,Top,0.0
R774,133.9mm,48.931mm,Top,0.0
R775,129.7mm,50.131mm,Top,90.0
R776,126.1mm,47.681mm,Top,0.0
R777,128.2mm,50.131mm,Top,90.0
U771,128.29999999999998mm,53.331mm,Top,180.0
C601,24.4mm,27.406mm,Bottom,180.0
C602,24.4mm,28.356mm,Bottom,180.0
C603,22.2mm,28.356mm,Bottom,0.0
C604,24.4mm,29.306mm,Bottom,180.0
C605,22.741668mm,15.481000000000002mm,Bottom,270.0
C606,22.2mm,29.306mm,Bottom,180.0
C607,26.625mm,11.806000000000001mm,Bottom,270.0
C608,32.875mm,29.081mm,Bottom,90.0
C617,30.224628mm,34.906mm,Bottom,180.0
C618,24.625mm,32.481064mm,Bottom,270.0
D604,22.45mm,32.881mm,Bottom,90.0
R602,27.5mm,20.581mm,Bottom,90.0
R603,29.5mm,21.356mm,Bottom,270.0
R604,22.2mm,27.406mm,Bottom,0.0
R605,28.5mm,21.381mm,Bottom,90.0
R606,27.775mm,12.780999999999999mm,Bottom,90.0
R607,21.675mm,15.481000000000002mm,Bottom,90.0
R608,28.5mm,19.481mm,Bottom,270.0
R609,32.85mm,26.481mm,Bottom,90.0
R610,25.25mm,17.406mm,Bottom,90.0
R611,25.25mm,15.481000000000002mm,Bottom,90.0
R612,23.983334mm,15.481000000000002mm,Bottom,270.0
R613,31.15mm,25.506mm,Bottom,0.0
R614,31.924999999999997mm,29.085290999999998mm,Bottom,270.0
R615,31.45mm,27.031mm,Bottom,270.0
R616,31.424999999999997mm,11.831mm,Bottom,90.0
R618,29.5mm,24.106mm,Bottom,90.0
R619,28.5mm,23.281mm,Bottom,90.0
R620,27.5mm,23.281mm,Bottom,270.0
R621,32.36mm,34.906mm,Bottom,180.0
R622,31.424999999999997mm,13.780999999999999mm,Bottom,270.0
R623,27.5mm,25.156mm,Bottom,90.0
R624,33.825mm,29.081mm,Bottom,270.0
R629,28.213652mm,34.896mm,Bottom,0.0
R630,30.939999999999998mm,20.066mm,Bottom,90.0
U600,23.95mm,22.856mm,Bottom,180.0
U601,32.875mm,32.206mm,Bottom,270.0
U605,28.149628mm,30.706mm,Bottom,90.0
C600,22.575mm,20.6185mm,Top,180.0
C609,24.0mm,28.931mm,Top,180.0
C610,30.549999999999997mm,34.329mm,Top,270.0
C611,28.65mm,19.506mm,Top,180.0
C612,30.549999999999997mm,19.506mm,Top,0.0
C613,26.025mm,33.431mm,Top,270.0
C614,26.525mm,19.506mm,Top,0.0
C615,33.325mm,29.606mm,Top,0.0
C616,28.487499999999997mm,31.281mm,Top,180.0
D600,23.425mm,10.905999999999999mm,Top,0.0
D601,22.099999999999998mm,23.681mm,Top,90.0
D602,22.099999999999998mm,26.656mm,Top,270.0
D603,32.93mm,31.18845mm,Top,180.0
Q600,26.65mm,15.346mm,Top,0.0
Q601,33.325mm,15.256mm,Top,90.0
R600,24.474999999999998mm,19.556mm,Top,180.0
R601,22.575mm,19.556mm,Top,180.0
R617,33.325mm,20.806mm,Top,0.0
R625,26.0mm,31.456mm,Top,270.0
R626,22.575mm,21.681mm,Top,180.0
R627,22.125mm,28.806mm,Top,180.0
R628,30.549999999999997mm,31.681mm,Top,90.0
U602,28.799999999999997mm,25.156mm,Top,0.0
U603,32.8mm,33.781mm,Top,180.0
U604,28.325mm,33.731mm,Top,270.0
R148,96.15000500000001mm,21.031005mm,Bottom,0.0
R142,94.750005mm,20.131005000000002mm,Bottom,0.0
U108,78.569805mm,53.222005mm,Top,180.0
VD103,75.750005mm,48.636005000000004mm,Bottom,90.0
U101,103.800005mm,23.784605000000003mm,Top,90.0
C119,96.149905mm,28.511605000000003mm,Bottom,180.0
R147,87.138405mm,20.714705000000002mm,Bottom,180.0
R146,106.81610500000001mm,22.131005000000002mm,Bottom,90.0
R141,93.750005mm,20.131005000000002mm,Bottom,0.0
U102,98.693505mm,25.502505000000003mm,Bottom,0.0
R109,98.633705mm,26.098205000000004mm,Top,0.0
R108,101.550005mm,26.487005000000003mm,Bottom,0.0
Q103,97.907205mm,24.034205000000004mm,Top,0.0
Q102,93.355005mm,21.431005000000006mm,Top,0.0
Q101,99.077505mm,21.196005000000007mm,Bottom,180.0
Q100,102.450005mm,23.836005000000004mm,Bottom,90.0
L100,92.550605mm,39.881005mm,Bottom,0.0
F100,90.69500500000001mm,21.202605000000005mm,Bottom,0.0
C120,94.449905mm,40.031505mm,Top,180.0
C107,99.571505mm,23.431005000000003mm,Bottom,180.0
C106,99.54650500000001mm,27.774105000000002mm,Bottom,180.0
U110,99.996905mm,29.826105000000002mm,Bottom,90.0
R145,99.95780500000001mm,32.786305mm,Bottom,180.0
R144,99.95780500000001mm,31.840805000000003mm,Bottom,180.0
R143,106.553205mm,43.999805mm,Bottom,90.0
R107,97.836105mm,21.852605000000004mm,Top,180.0
D108,98.196905mm,20.481005000000003mm,Top,0.0
U107,76.84350500000001mm,44.027105000000006mm,Bottom,180.0
U106,76.157605mm,30.599205000000005mm,Top,180.0
C134,76.84350500000001mm,45.763405000000006mm,Bottom,180.0
C126,75.854805mm,28.655905000000004mm,Top,0.0
VD102,79.10380500000001mm,48.636005000000004mm,Bottom,90.0
VD101,75.750005mm,53.026005000000005mm,Bottom,270.0
VD100,79.10380500000001mm,53.026005000000005mm,Bottom,270.0
U109,78.569805mm,50.747005mm,Top,180.0
U103,101.450005mm,37.40600500000001mm,Bottom,90.0
U100,103.849905mm,30.730505000000004mm,Top,270.0
U195,96.65000500000001mm,44.881005mm,Top,270.0
U190,82.450005mm,44.881005mm,Top,270.0
U185,103.750005mm,44.881005mm,Top,270.0
U180,89.550005mm,44.881005mm,Top,270.0
S101,87.750305mm,21.616705000000003mm,Top,180.0
S100,76.60350500000001mm,34.731005mm,Top,270.0
R140,82.649905mm,50.931005000000006mm,Bottom,180.0
R111,106.450005mm,39.581005000000005mm,Bottom,0.0
R112,106.450005mm,38.53100500000001mm,Bottom,0.0
R117,106.450005mm,33.28100500000001mm,Bottom,0.0
R115,106.450005mm,35.381005mm,Bottom,0.0
R116,106.450005mm,34.331005000000005mm,Bottom,0.0
R114,106.450005mm,36.431005mm,Bottom,0.0
R113,106.450005mm,37.481005mm,Bottom,0.0
R110,106.450005mm,40.631005mm,Bottom,0.0
R120,76.13170500000001mm,27.444005000000004mm,Top,180.0
R100,106.749905mm,30.731005000000003mm,Bottom,270.0
R258,85.992305mm,51.436105000000005mm,Bottom,90.0
R255,106.800005mm,53.331005000000005mm,Bottom,90.0
R256,85.050005mm,48.731005mm,Bottom,270.0
R254,106.90000500000001mm,50.881005mm,Top,90.0
R245,89.349905mm,52.381005mm,Bottom,180.0
R227,94.15000500000001mm,52.381005mm,Bottom,180.0
R200,103.749905mm,52.381005mm,Bottom,180.0
R197,96.649905mm,43.53100500000001mm,Bottom,0.0
R196,96.65000500000001mm,46.331005000000005mm,Bottom,180.0
R195,93.79990500000001mm,46.831005000000005mm,Bottom,90.0
R191,82.550005mm,43.53100500000001mm,Bottom,0.0
R190,82.550005mm,46.331005000000005mm,Bottom,180.0
R186,103.750005mm,43.53100500000001mm,Bottom,0.0
R185,103.750005mm,46.331005000000005mm,Bottom,180.0
R181,89.550005mm,43.53100500000001mm,Bottom,0.0
R180,89.550005mm,46.331005000000005mm,Bottom,180.0
R139,81.450005mm,53.431005000000006mm,Top,90.0
R138,82.65000500000001mm,53.431005000000006mm,Top,90.0
R137,83.85000500000001mm,53.431005000000006mm,Top,90.0
R136,85.050005mm,53.431005000000006mm,Top,90.0
R135,81.450005mm,52.431005000000006mm,Top,270.0
R132,82.65000500000001mm,52.431005000000006mm,Top,270.0
R126,83.85000500000001mm,52.431005000000006mm,Top,270.0
R124,85.050005mm,52.431005000000006mm,Top,270.0
R119,105.85000500000001mm,39.53100500000001mm,Top,270.0
R118,105.85000500000001mm,35.431005mm,Top,270.0
R253,87.450005mm,53.431005000000006mm,Top,270.0
R252,88.65000500000001mm,53.431005000000006mm,Top,270.0
R251,89.85000500000001mm,53.431005000000006mm,Top,270.0
R250,91.050005mm,53.431005000000006mm,Top,270.0
R249,87.450005mm,52.431005000000006mm,Top,90.0
R248,88.65000500000001mm,52.431005000000006mm,Top,90.0
R247,89.85000500000001mm,52.431005000000006mm,Top,90.0
R246,91.050005mm,52.431005000000006mm,Top,90.0
R235,92.250005mm,53.431005000000006mm,Top,270.0
R234,93.450005mm,53.431005000000006mm,Top,270.0
R233,94.65000500000001mm,53.431005000000006mm,Top,270.0
R232,95.85000500000001mm,53.431005000000006mm,Top,270.0
R231,92.250005mm,52.431005000000006mm,Top,90.0
R230,93.450005mm,52.431005000000006mm,Top,90.0
R229,94.65000500000001mm,52.431005000000006mm,Top,90.0
R228,95.85000500000001mm,52.431005000000006mm,Top,90.0
R226,97.050005mm,53.431005000000006mm,Top,90.0
R225,98.250005mm,53.431005000000006mm,Top,90.0
R224,99.450005mm,53.431005000000006mm,Top,90.0
R223,100.65000500000001mm,53.431005000000006mm,Top,90.0
R222,97.050005mm,52.431005000000006mm,Top,270.0
R221,98.250005mm,52.431005000000006mm,Top,270.0
R220,99.450005mm,52.431005000000006mm,Top,270.0
R219,100.65000500000001mm,52.431005000000006mm,Top,270.0
R218,98.950005mm,52.381005mm,Bottom,180.0
R208,101.85000500000001mm,53.431005000000006mm,Top,90.0
R207,103.050005mm,53.431005000000006mm,Top,90.0
R206,104.250005mm,53.431005000000006mm,Top,90.0
R205,105.450005mm,53.431005000000006mm,Top,90.0
R204,101.85000500000001mm,52.431005000000006mm,Top,270.0
R203,103.050005mm,52.431005000000006mm,Top,270.0
R202,104.250005mm,52.431005000000006mm,Top,270.0
R201,105.450005mm,52.431005000000006mm,Top,270.0
P106,84.550005mm,41.481005mm,Top,90.0
P105,92.170005mm,41.481005mm,Top,90.0
P104,88.16000500000001mm,41.481005mm,Top,90.0
P201,86.200005mm,52.931005000000006mm,Top,270.0
P200,106.750005mm,54.431005000000006mm,Top,270.0
J100,81.000005mm,31.631005000000002mm,Bottom,270.0
D100,103.35000500000001mm,31.438705000000002mm,Bottom,0.0
D205,76.753505mm,46.174605mm,Top,270.0
D206,89.250005mm,49.631005mm,Top,0.0
D203,94.050005mm,49.631005mm,Top,0.0
D200,103.65000500000001mm,49.631005mm,Top,0.0
D116,102.313905mm,40.83150500000001mm,Top,0.0
D115,98.07560500000001mm,40.83150500000001mm,Top,0.0
D114,102.313905mm,38.898105mm,Top,0.0
D113,98.07560500000001mm,38.898105mm,Top,0.0
D112,102.313905mm,36.964805mm,Top,0.0
D111,98.07560500000001mm,36.964805mm,Top,0.0
D110,102.313905mm,35.031505mm,Top,0.0
D109,98.196905mm,34.892105mm,Top,0.0
D202,98.85000500000001mm,49.631005mm,Top,0.0
C143,85.050005mm,50.531005mm,Top,90.0
C144,83.85000500000001mm,50.531005mm,Top,270.0
C145,82.65000500000001mm,50.531005mm,Top,90.0
C146,81.450005mm,50.531005mm,Top,90.0
C112,96.137805mm,41.14570500000001mm,Bottom,180.0
C111,106.450005mm,41.631005mm,Bottom,0.0
C123,80.85000500000001mm,23.006005000000002mm,Bottom,180.0
C117,80.85000500000001mm,21.738505000000004mm,Bottom,180.0
C105,102.65000500000001mm,29.231005000000003mm,Bottom,180.0
C100,105.222505mm,29.231005000000003mm,Bottom,0.0
C229,85.050005mm,51.436105000000005mm,Bottom,270.0
C224,106.90000500000001mm,52.831005000000005mm,Top,270.0
C223,106.90000500000001mm,48.581005000000005mm,Top,270.0
C222,106.85000500000001mm,51.531005mm,Bottom,90.0
C221,86.627305mm,48.758205000000004mm,Top,90.0
C220,86.734705mm,48.731005mm,Bottom,90.0
C225,91.24990500000001mm,49.681005000000006mm,Bottom,90.0
C226,90.15000500000001mm,49.681005000000006mm,Bottom,90.0
C227,87.99990500000001mm,49.681005000000006mm,Bottom,90.0
C228,86.93470500000001mm,52.436105000000005mm,Bottom,270.0
C212,96.04990500000001mm,49.681005000000006mm,Bottom,90.0
C213,94.950005mm,49.681005000000006mm,Bottom,90.0
C214,92.79990500000001mm,49.681005000000006mm,Bottom,90.0
C215,91.755605mm,52.436105000000005mm,Bottom,270.0
C200,105.649905mm,49.681005000000006mm,Bottom,90.0
C201,104.550005mm,49.681005000000006mm,Bottom,90.0
C202,102.399905mm,49.681005000000006mm,Bottom,90.0
C203,101.359505mm,52.436105000000005mm,Bottom,270.0
C195,93.79990500000001mm,44.231005mm,Bottom,90.0
C190,79.700005mm,44.381005mm,Bottom,90.0
C185,100.90000500000001mm,44.231005mm,Bottom,90.0
C180,86.700005mm,44.231005mm,Bottom,90.0
C142,81.450005mm,53.431005000000006mm,Bottom,90.0
C141,82.65000500000001mm,53.431005000000006mm,Bottom,90.0
C139,83.849905mm,53.431005000000006mm,Bottom,270.0
C135,85.050005mm,53.431005000000006mm,Bottom,90.0
C211,96.541905mm,52.436105000000005mm,Bottom,270.0
C210,97.599905mm,49.681005000000006mm,Bottom,90.0
C209,99.750005mm,49.681005000000006mm,Bottom,90.0
C208,100.849905mm,49.681005000000006mm,Bottom,90.0
C147,90.10000500000001mm,36.022305mm,Bottom,0.0
F101,105.15000500000001mm,22.833805000000005mm,Bottom,270.0
R134,95.90000500000001mm,23.331005000000005mm,Bottom,180.0
R133,95.90000500000001mm,22.156005mm,Bottom,180.0
C133,95.750005mm,25.441005000000004mm,Bottom,270.0
R131,88.95400500000001mm,40.087205000000004mm,Bottom,0.0
R130,95.649905mm,34.90600500000001mm,Bottom,270.0
R129,95.649905mm,38.78100500000001mm,Bottom,270.0
Y101,93.362605mm,27.013605000000002mm,Bottom,180.0
C116,92.42140500000001mm,28.502405000000003mm,Bottom,0.0
C115,94.285605mm,28.488705000000003mm,Bottom,180.0
C124,90.10000500000001mm,37.162105000000004mm,Bottom,180.0
R121,80.424605mm,20.654005000000005mm,Bottom,0.0
R106,86.60000500000001mm,22.506005000000002mm,Bottom,180.0
J101,81.250005mm,21.781005mm,Top,0.0
C108,94.15000500000001mm,25.431005000000003mm,Bottom,180.0
R105,76.200905mm,38.049905mm,Top,180.0
R104,76.40090500000001mm,39.23990500000001mm,Top,180.0
R103,76.200905mm,40.34990500000001mm,Top,180.0
R125,75.65000500000001mm,51.911005mm,Top,90.0
C104,101.800005mm,20.831005000000005mm,Bottom,270.0
C137,94.45480500000001mm,41.122505000000004mm,Top,180.0
D101,105.020505mm,26.586505000000002mm,Bottom,0.0
C101,78.05840500000001mm,20.654005000000005mm,Bottom,0.0
R102,106.222505mm,28.156505000000003mm,Bottom,0.0
R101,95.649905mm,31.031005000000004mm,Bottom,90.0
D102,76.35000500000001mm,22.031005mm,Top,270.0
Y102,90.70620500000001mm,32.044505mm,Bottom,270.0
R122,76.35000500000001mm,42.231005mm,Bottom,180.0
R123,78.64020500000001mm,44.255105mm,Bottom,90.0
R127,90.550005mm,26.331005000000005mm,Bottom,0.0
R128,86.87220500000001mm,40.087205000000004mm,Bottom,0.0
D106,98.196905mm,27.466105000000002mm,Top,0.0
D105,98.196905mm,29.266105000000003mm,Top,0.0
D107,92.045005mm,23.741505000000004mm,Bottom,0.0
D104,98.196905mm,31.066105000000004mm,Top,0.0
D103,98.196905mm,32.866105000000005mm,Top,0.0
C140,90.550005mm,27.431005000000003mm,Bottom,180.0
C132,92.982505mm,31.055905000000003mm,Bottom,270.0
C136,92.982505mm,33.131105000000005mm,Bottom,90.0
C127,82.35000500000001mm,40.087205000000004mm,Bottom,180.0
C138,106.81610500000001mm,24.058805000000003mm,Bottom,270.0
C130,92.332505mm,38.177505000000004mm,Bottom,180.0
C131,82.35000500000001mm,41.231005mm,Bottom,180.0
C122,92.332505mm,36.022305mm,Bottom,0.0
C114,76.481705mm,26.231005000000003mm,Top,180.0
C103,102.85000500000001mm,20.831005000000005mm,Bottom,270.0
C113,76.481705mm,25.031005000000004mm,Top,0.0
C102,102.65000500000001mm,28.156505000000003mm,Bottom,0.0
U105,86.940605mm,32.181005mm,Top,90.0
C601_2,7.875mm,22.430999999999997mm,Bottom,180.0
C602_2,7.875mm,23.381mm,Bottom,180.0
C603_2,5.675mm,23.381mm,Bottom,0.0
C604_2,7.875mm,24.331mm,Bottom,180.0
C605_2,6.216668mm,10.506mm,Bottom,270.0
C606_2,5.675mm,24.331mm,Bottom,180.0
C607_2,10.1mm,6.8309999999999995mm,Bottom,270.0
C608_2,16.35mm,24.105999999999998mm,Bottom,90.0
C617_2,13.699628mm,29.930999999999997mm,Bottom,180.0
C618_2,8.1mm,27.506064mm,Bottom,270.0
D604_2,5.925mm,27.906mm,Bottom,90.0
R602_2,10.975mm,15.605999999999998mm,Bottom,90.0
R603_2,12.975000000000001mm,16.381mm,Bottom,270.0
R604_2,5.675mm,22.430999999999997mm,Bottom,0.0
R605_2,11.975mm,16.406mm,Bottom,90.0
R606_2,11.25mm,7.805999999999997mm,Bottom,90.0
R607_2,5.1499999999999995mm,10.506mm,Bottom,90.0
R608_2,11.975mm,14.506mm,Bottom,270.0
R609_2,16.325mm,21.506mm,Bottom,90.0
R610_2,8.725mm,12.430999999999997mm,Bottom,90.0
R611_2,8.725mm,10.506mm,Bottom,90.0
R612_2,7.458334mm,10.506mm,Bottom,270.0
R613_2,14.625mm,20.531mm,Bottom,0.0
R614_2,15.399999999999999mm,24.110290999999997mm,Bottom,270.0
R615_2,14.925mm,22.055999999999997mm,Bottom,270.0
R616_2,14.899999999999999mm,6.855999999999998mm,Bottom,90.0
R618_2,12.975000000000001mm,19.131mm,Bottom,90.0
R619_2,11.975mm,18.305999999999997mm,Bottom,90.0
R620_2,10.975mm,18.305999999999997mm,Bottom,270.0
R621_2,15.835mm,29.930999999999997mm,Bottom,180.0
R622_2,14.899999999999999mm,8.805999999999997mm,Bottom,270.0
R623_2,10.975mm,20.180999999999997mm,Bottom,90.0
R624_2,17.3mm,24.105999999999998mm,Bottom,270.0
R629_2,11.688652000000001mm,29.921mm,Bottom,0.0
R630_2,14.415mm,15.090999999999998mm,Bottom,90.0
U600_2,7.425mm,17.881mm,Bottom,180.0
U601_2,16.35mm,27.230999999999998mm,Bottom,270.0
U605_2,11.624628mm,25.730999999999998mm,Bottom,90.0
C600_2,6.05mm,15.6435mm,Top,180.0
C609_2,7.475mm,23.956mm,Top,180.0
C610_2,14.024999999999999mm,29.354mm,Top,270.0
C611_2,12.125mm,14.530999999999999mm,Top,180.0
C612_2,14.024999999999999mm,14.530999999999999mm,Top,0.0
C613_2,9.5mm,28.456mm,Top,270.0
C614_2,10.0mm,14.530999999999999mm,Top,0.0
C615_2,16.8mm,24.631mm,Top,0.0
C616_2,11.962499999999999mm,26.305999999999997mm,Top,180.0
D600_2,6.9mm,5.930999999999997mm,Top,0.0
D601_2,5.574999999999999mm,18.706mm,Top,90.0
D602_2,5.574999999999999mm,21.680999999999997mm,Top,270.0
D603_2,16.405mm,26.213449999999998mm,Top,180.0
Q600_2,10.125mm,10.370999999999999mm,Top,0.0
Q601_2,16.8mm,10.280999999999999mm,Top,90.0
R600_2,7.949999999999999mm,14.581mm,Top,180.0
R601_2,6.05mm,14.581mm,Top,180.0
R617_2,16.8mm,15.831mm,Top,0.0
R625_2,9.475mm,26.480999999999998mm,Top,270.0
